1,0.975975975975976
2,4.887887887887888
3,8.452452452452452
4,13.58058058058058
5,17.063063063063062
6,21.056056056056057
7,25.185185185185187
8,28.014014014014013
9,31.78078078078078
1,1.045045045045045
2,4.920920920920921
3,8.613613613613614
4,12.977977977977979
5,17.17117117117117
6,21.1021021021021
7,24.685685685685687
8,29.2012012012012
9,31.24024024024024
10,36.511511511511515
11,40.02502502502502
12,45.03703703703704
13,48.908908908908906
14,55.129129129129126
15,54.68168168168168
16,63.247247247247245
17,66.009009009009
18,65.88888888888889
19,75.1991991991992
20,75.93693693693693
21,81.52652652652652
22,87.8058058058058
23,85.72272272272272
24,95.50350350350351
25,96.33733733733733
26,101.1981981981982
27,107.38838838838839
28,105.71171171171171
29,115.07607607607608
30,122.94994994994995
31,128.12112112112112
32,127.70070070070071
33,127.91691691691692
34,135.2842842842843
35,135.4814814814815
36,132.1101101101101
37,139.61261261261262
38,144.63263263263264
1,0.94994994994995
2,5.089089089089089
3,8.762762762762764
4,12.67067067067067
5,16.625625625625627
6,20.996996996996998
7,25.934934934934933
8,29.544544544544543
9,31.774774774774773
10,35.910910910910914
11,39.252252252252255
12,45.827827827827825
13,48.27827827827828
14,53.7967967967968
15,57.468468468468465
16,60.531531531531535
17,69.63463463463464
18,70.28228228228228
19,74.66166166166167
20,79.10110110110111
21,79.45445445445445
22,87.62662662662663
23,93.38738738738739
24,91.31431431431432
25,96.47347347347348
26,100.31631631631632
27,105.11311311311312
28,111.44444444444444
29,108.12112112112112
30,113.51851851851852
31,121.98798798798799
32,124.88088088088088
33,134.9169169169169
34,132.22622622622623
35,140.86286286286287
36,143.13513513513513
37,143.23623623623624
38,142.83883883883883
39,150.86186186186185
40,158.34434434434434
41,165.94994994994994
42,159.5855855855856
43,165.42142142142143
44,179.08408408408408
45,178.12112112112112
46,177.2892892892893
47,185.76376376376376
48,190.6956956956957
49,195.35435435435434
50,201.81581581581582
51,196.92192192192192
52,196.46946946946946
53,211.6076076076076
54,215.7047047047047
55,219.13713713713713
56,219.04104104104104
57,218.4874874874875
58,224.05505505505505
59,232.12212212212214
60,236.26626626626626
61,238.96596596596598
62,241.87387387387386
63,260.25425425425425
64,247.19219219219218
